barrio,precio,numero_habitaciones,reseñas,servicios
ibiza,185.0,3.0,1,"Wifi,Kitchen,Essentials,Hot water,Iron,Microwave,Hangers,Washer  In unit,Heating,Lockbox,TV,Elevator,Patio or balcony,High chair,Shampoo,Long term stays allowed,Hair dryer,Bed linens,Pets allowed,Dishwasher,Private entrance,Oven,Self check-in,Cooking basics,Refrigerator,Air conditioning,Crib"
san fermín,123.0,3.0,48,"Ethernet connection,Books and reading material,First aid kit,Wifi,43 inch TV,AC - split type ductless system,Kitchen,Essentials,Smart lock,Hot water,Iron,Luggage dropoff allowed,Microwave,Hangers,Extra pillows and blankets,Crib - available upon request,Free washer  In unit,Dining table,Toaster,Shower gel,Hot water kettle,Pack n play/Travel crib - available upon request,Central heating,Shampoo,Ceiling fan,Stainless steel oven,Wine glasses,Long term stays allowed,Body soap,Hair dryer,Bed linens,Freezer,Laundromat nearby,Free street parking,Drying rack for clothing,Clothing storage: closet and dresser,Dishwasher,Cleaning products,Self check-in,Dedicated workspace,Cooking basics,Coffee maker: drip coffee maker,Room-darkening shades,Refrigerator,Dishes and silverware"
berruguete,120.0,1.0,37,"Wifi,Kitchen,TV,Washer,Dedicated workspace,Host greets you,Coffee maker,Refrigerator"
universidad,203.0,1.0,124,"Estandar electric stove,Wifi,Clothing storage: closet,AC - split type ductless system,Kitchen,Essentials,Hot water,40 inch TV with standard cable,Iron,Paid street parking off premises,Microwave,Hangers,Extra pillows and blankets,Crib - available upon request,Free washer  In unit,Dining table,Toaster,Shower gel,Estandar refrigerator,Hot water kettle,Elevator,Courtyard view,Fire extinguisher,Folding or convertible high chair - available upon request,Smoke alarm,Long term stays allowed,Hair dryer,Bed linens,Host greets you,Heating - split type ductless system,Drying rack for clothing,Private entrance,Cleaning products,Estandar body soap,Dedicated workspace,Cooking basics,Coffee maker: drip coffee maker,Room-darkening shades,Dishes and silverware,Single level home"
justicia,117.0,1.0,57,"Ethernet connection,Wifi,Kitchen,Stove,Smart lock,Hot water,Iron,Microwave,Hangers,Dining table,Heating,Toaster,Shower gel,Hot water kettle,TV,Washer,Fire extinguisher,Elevator,Patio or balcony,Shampoo,Wine glasses,Hair dryer,Bed linens,Pets allowed,Freezer,Coffee maker,Drying rack for clothing,Dishes and silverware,Dishwasher,Oven,Self check-in,Dedicated workspace,Cooking basics,Room-darkening shades,Refrigerator,Air conditioning"
palacio,94.0,0.0,153,"Wifi,Kitchen,Essentials,Stove,Hot water,Iron,Microwave,Hangers,Heating,TV,Elevator,Fire extinguisher,Shampoo,Long term stays allowed,Hair dryer,Air conditioning,Host greets you,Coffee maker,Cooking basics,Refrigerator,Dishes and silverware"
pueblo nuevo,51.0,1.0,30,"Hangers,Heating,Wifi,Bed linens,Kitchen,Essentials,Washer,Host greets you,Hot water,Coffee maker,Free street parking"
guindalera,174.0,3.0,118,"City skyline view,First aid kit,Wifi,Clothing storage: closet,Kitchen,Essentials,Hot water,Iron,Microwave,Park view,Electric stove,Hangers,Extra pillows and blankets,Dining table,Free washer  In unit,Toaster,Shower gel,Hot water kettle,Private patio or balcony,TV,Carbon monoxide alarm,Central heating,Fire extinguisher,Elevator,Lockbox,Shampoo,Smoke alarm,Wine glasses,Long term stays allowed,Hair dryer,Bed linens,Coffee maker,Drying rack for clothing,Cleaning products,Oven,Self check-in,Cooking basics,Room-darkening shades,Refrigerator,Dishes and silverware"
san isidro,48.0,1.0,9,"Wifi,AC - split type ductless system,Kitchen,Stove,Essentials,Hot water,Iron,Microwave,Hangers,Heating,TV,Washer,Backyard,Lock on bedroom door,Shampoo,Long term stays allowed,Hair dryer,Host greets you,Free street parking,Private entrance,Oven,Dedicated workspace,Cooking basics,Refrigerator,Dishes and silverware"
embajadores,60.0,1.0,412,"Sound system,Books and reading material,Wifi,Kitchen,Essentials,Hot water,Iron,Paid parking off premises,Microwave,Hangers,Clothing storage,Dining table,Heating,Hot water kettle,TV,Washer,Elevator,Body soap,Hair dryer,Bed linens,Host greets you,Freezer,Drying rack for clothing,Dishes and silverware,Cleaning products,Room-darkening shades,Refrigerator,Air conditioning"
timón,149.0,1.0,39,"Building staff,Breakfast,Wifi,TV with standard cable,Kitchen,Essentials,Hot water,Iron,Hangers,Elevator,Washer,Fire extinguisher,Backyard,Shampoo,Free parking on premises,Smoke alarm,Shared pool,Air conditioning,Free street parking,Self check-in,Dishes and silverware"
argüelles,133.0,2.0,280,"Wifi,Central air conditioning,Kitchen,Essentials,Stove,Hot water,Iron,Microwave,Hangers,Free washer  In unit,Pack n play/Travel crib,Heating,Carbon monoxide alarm,HDTV,Shampoo,Paid parking on premises,Smoke alarm,Hair dryer,Host greets you,Coffee maker,Dishwasher,Oven,Free dryer  In unit,Cooking basics,Refrigerator,Crib"
imperial,120.0,1.0,76,"Board games,Ethernet connection,Books and reading material,First aid kit,Wifi,Kitchen,Essentials,Clothing storage: closet, wardrobe, and dresser,Bluetooth sound system,30 inch HDTV with Amazon Prime Video, DVD player, Fire TV, standard cable,Kallos shampoo,Hot water,Iron,Luggage dropoff allowed,Microwave,Hangers,Extra pillows and blankets,Portable fans,Dining table,Toaster,Portable heater,Shared gym nearby,Rice maker,Shower gel,Hot water kettle,Private patio or balcony,Lockbox,Fire extinguisher,Xiaomi  induction stove,Outdoor playground,Lock on bedroom door,Portable air conditioning,Record player,Private living room,Childrens books and toys for ages 0-2 years old, 2-5 years old, 5-10 years old, and 10+ years old,De farmacia  body soap,Refrigerator,Indoor fireplace: electric,Hammock,Free residential garage on premises  3 spaces,Long term stays allowed,Hair dryer,Bed linens,Coffee maker: espresso machine, french press,Coffee,Pets allowed,Freezer,Changing table - always at the listing,Laundromat nearby,Blender,Free street parking,Standalone high chair,Drying rack for clothing,Conditioner,Paid washer  In unit,Window guards,Dishwasher,Private entrance,Cleaning products,Oven,Self check-in,Dedicated workspace,Paid dryer  In unit,Cooking basics,Wine glasses,Exercise equipment: free weights, yoga mat,Dishes and silverware,Single level home"
palacio,1194.0,1.0,45,"First aid kit,Fast wifi  91 Mbps,Essentials,Hot water,Iron,Microwave,Hangers,Extra pillows and blankets,Portable fans,Heating,Paid parking lot off premises,Lockbox,TV,Washer,Carbon monoxide alarm,Fire extinguisher,Lock on bedroom door,Paid parking on premises,Smoke alarm,Exterior security cameras on property,Long term stays allowed,Hair dryer,Bed linens,Laundromat nearby,Blender,Pequeno para pizza, calentar algo rapido  oven,Coffee maker: Nespresso,Self check-in,Dedicated workspace,Cooking basics,Pocket wifi,Refrigerator,Dishes and silverware"
cortes,57.0,1.0,6,"Books and reading material,Wifi,Clothing storage: closet,Kitchen,Essentials,Hot water,Iron,Hangers,Free washer  In unit,Heating,TV,Hair dryer,Bed linens,Pets allowed,Coffee maker,Cleaning products,Dedicated workspace,Cooking basics,Room-darkening shades,Refrigerator,Dishes and silverware"
valdeacederas,101.0,1.0,2,"Other electric stove,Wifi,Clothing storage: closet,AC - split type ductless system,Kitchen,Essentials,Smart lock,Hot water,Iron,Microwave,Paid crib - available upon request,Hangers,Dining table,Toaster,Shower gel,Hot water kettle,Washer,HDTV,Noise decibel monitors on property,Paid pack n play/travel crib - available upon request,Shampoo,Wine glasses,Long term stays allowed,Body soap,Hair dryer,Bed linens,Freezer,Heating - split type ductless system,Laundromat nearby,Blender,Drying rack for clothing,Dishwasher,Private entrance,Cleaning products,Coffee maker: Nespresso,Self check-in,Cooking basics,Room-darkening shades,Refrigerator,Dishes and silverware"
sol,391.0,6.0,35,"First aid kit,Wifi,Clothing storage: closet,Kitchen,Essentials,Stove,Hot water,Iron,Microwave,Paid crib - available upon request,Hangers,Dining table,Heating,Toaster,Shower gel,Hot water kettle,Private patio or balcony,TV,Washer,Carbon monoxide alarm,Fire extinguisher,Elevator,Shampoo,Smoke alarm,Paid standalone high chair - available upon request,Long term stays allowed,Body soap,Bathtub,Hair dryer,Bed linens,Pets allowed,Host greets you,Freezer,Coffee maker,Blender,Drying rack for clothing,Dishes and silverware,Dishwasher,Cleaning products,Oven,Free dryer  In unit,Cooking basics,Wine glasses,Refrigerator,Air conditioning"
san fermín,236.0,5.0,19,"Bidet,Wifi,Clothing storage: closet,Kitchen,Essentials,Hot water,Iron,Microwave,Hangers,Extra pillows and blankets,Portable fans,Crib - available upon request,Heating,Dining table,Toaster,Shower gel,Hot water kettle,Washer,Fire extinguisher,Patio or balcony,Shampoo,Free parking on premises,Ceiling fan,55 inch HDTV with Chromecast,Wine glasses,Long term stays allowed,Body soap,Bathtub,Hair dryer,Bed linens,Coffee,Freezer,Coffee maker,Laundromat nearby,Free street parking,Drying rack for clothing,Dishes and silverware,Dishwasher,Cleaning products,Oven,Childrens dinnerware,Dedicated workspace,Cooking basics,Room-darkening shades,Refrigerator,Air conditioning"
aluche,23.0,1.0,18,"First aid kit,Wifi,Essentials,Hot water,Iron,Microwave,Hangers,Extra pillows and blankets,Clothing storage,Dining table,Toaster,Shower gel,Hot water kettle,Outdoor shower,Washer,Shampoo,Ceiling fan,Long term stays allowed,Hair dryer,Bed linens,Coffee maker,Laundromat nearby,Conditioner,Dishwasher,Sanex  body soap,Cleaning products,Dedicated workspace,Room-darkening shades,Refrigerator,Dishes and silverware"
cortes,144.0,2.0,83,"Wifi,Clothing storage: closet,Induction stove,Kitchen,Essentials,Hot water,Iron,Microwave,Hangers,Portable fans,Dining table,Heating,Elevator,Washer,Paid parking garage off premises,Wine glasses,Hair dryer,Bed linens,Air conditioning,Host greets you,Freezer,Coffee maker,Laundromat nearby,Dishwasher,Dedicated workspace,Cooking basics,Room-darkening shades,Refrigerator,Dishes and silverware"
universidad,124.0,2.0,123,"First aid kit,Wifi,TV with standard cable,Kitchen,Essentials,Stove,Hot water,Iron,Microwave,Hangers,Extra pillows and blankets,Clothing storage,Dining table,Heating,Toaster,Shower gel,Hot water kettle,Elevator,Washer,Shampoo,Long term stays allowed,Body soap,Hair dryer,Bed linens,Coffee,Freezer,Coffee maker,Drying rack for clothing,Dishes and silverware,Dishwasher,Cleaning products,Oven,Cooking basics,Room-darkening shades,Refrigerator,Air conditioning,Single level home"
pueblo nuevo,69.0,1.0,83,"Mosquito net,First aid kit,Breakfast,Wifi,Kitchen,Essentials,Mini fridge,Hot water,Iron,Luggage dropoff allowed,Microwave,Hangers,Extra pillows and blankets,Dining table,Toaster,Hot water kettle,Lockbox,TV,Washer,Central heating,Wine glasses,Long term stays allowed,Body soap,Hair dryer,Bed linens,Coffee,Freezer,Free street parking,Dryer,Drying rack for clothing,Dishes and silverware,Dishwasher,Private entrance,Cleaning products,Coffee maker: Nespresso,Oven,Self check-in,Dedicated workspace,Cooking basics,Room-darkening shades,Refrigerator,Air conditioning,Single level home"
ciudad jardín,140.0,3.0,29,"Outlet covers,Wifi,Childrens books and toys,Kitchen,Essentials,Iron,Hangers,Heating,TV,Washer,Elevator,Shampoo,Hair dryer,Pets allowed,Coffee maker,Window guards,Dishwasher,Oven,Dedicated workspace,Cooking basics,Refrigerator,Dishes and silverware"
ventas,89.0,2.0,81,"First aid kit,Wifi,Kitchen,Essentials,Stove,Smart lock,Hot water,Iron,Microwave,Hangers,Clothing storage,Heating,Shower gel,TV,Washer,Fire extinguisher,Shampoo,Body soap,Hair dryer,Bed linens,Coffee,Pets allowed,Coffee maker,Drying rack for clothing,Dishes and silverware,Cleaning products,Self check-in,Cooking basics,Wine glasses,Refrigerator,Air conditioning"
peñagrande,19.0,1.0,42,"Paid parking on premises,Wifi,Smoking allowed,Kitchen,TV,Washer,Refrigerator,Dishes and silverware"
sol,310.0,2.0,22,"Bidet,Ethernet connection,Books and reading material,Clothing storage: closet,Induction stove,Kitchen,Essentials,Bluetooth sound system,Shared patio or balcony,Hot water,Iron,Microwave,Hangers,Extra pillows and blankets,Portable fans,Dining table,Toaster,Shower gel,Hot water kettle,Paid parking lot off premises,TV,Washer,Safe,Central heating,Fire extinguisher,Elevator,Ceiling fan,Smoke alarm,Wine glasses,Exterior security cameras on property,Long term stays allowed,Body soap,Hair dryer,Bed linens,Coffee,Pets allowed,Wifi  31 Mbps,Stainless steel single oven,Host greets you,Freezer,Laundromat nearby,Blender,Drying rack for clothing,Dishes and silverware,Window guards,Dishwasher,Cleaning products,Coffee maker: Nespresso,Smoking allowed,Free dryer  In unit,Cleaning available during stay,Dedicated workspace,Cooking basics,Room-darkening shades,Refrigerator,Air conditioning"
comillas,133.0,3.0,291,"First aid kit,Wifi,Kitchen,Stove,Smart lock,Hot water,Iron,Luggage dropoff allowed,Microwave,Hangers,Extra pillows and blankets,Pack n play/Travel crib,Heating,Shower gel,TV,Elevator,Shampoo,Long term stays allowed,Hair dryer,Bed linens,Coffee maker,Free street parking,Dishes and silverware,Dishwasher,Oven,Self check-in,Babysitter recommendations,Cooking basics,Refrigerator,Air conditioning"
universidad,90.0,2.0,14,"Bidet,Books and reading material,Wifi,Clothing storage: closet,Kitchen,Essentials,Stove,Hot water,Iron,Paid parking off premises,Hangers,Extra pillows and blankets,Dining table,Free washer  In unit,Heating,Toaster,Hot water kettle,TV,Elevator,Record player,Ceiling fan,Long term stays allowed,Bathtub,Bed linens,Coffee,Pets allowed,Host greets you,Freezer,Laundromat nearby,Blender,Drying rack for clothing,Dishes and silverware,Dishwasher,Cleaning products,Coffee maker: Nespresso,Oven,Dedicated workspace,Cooking basics,Wine glasses,Refrigerator,Air conditioning"
embajadores,67.0,1.0,354,"Ethernet connection,Wifi,Window AC unit,Shared backyard  Fully fenced,Kitchen,Essentials,Shared patio or balcony,Hot water,Iron,Paid parking off premises,Microwave,Hangers,Extra pillows and blankets,Pack n play/Travel crib,Heating,Shower gel,Lockbox,Carbon monoxide alarm,Courtyard view,23 inch HDTV with Amazon Prime Video, Netflix,Portable air conditioning,Shampoo,Paid parking on premises,Smoke alarm,Long term stays allowed,Hair dryer,Bed linens,Pets allowed,AEG electric stove,Coffee maker,Paid washer  In unit,Smoking allowed,Self check-in,Dedicated workspace,Cooking basics,Room-darkening shades,Refrigerator,Dishes and silverware,Outdoor furniture,Single level home"
opañel,30.0,1.0,2,"Wifi,Kitchen,Dedicated workspace,Washer,Lock on bedroom door,Refrigerator"
valdeacederas,60.0,1.0,49,"Bidet,Books and reading material,Wifi,Clothing storage: closet,Kitchen,Essentials,Hot water,Luggage dropoff allowed,Hangers,Shower gel,Washer,Central heating,Lock on bedroom door,Shampoo,Paid parking on premises,Body soap,Hair dryer,Bed linens,Host greets you,Drying rack for clothing,Conditioner,Cleaning products,Cooking basics,Room-darkening shades,Dishes and silverware"
universidad,101.0,2.0,175,"Varios conditioner,Books and reading material,First aid kit,Wifi,... refrigerator,Breakfast,AC - split type ductless system,Kitchen,Essentials,Stove,Hot water,Iron,Paid parking off premises,Coffee maker: drip coffee maker, french press, Keurig coffee machine,Microwave,Hangers,Extra pillows and blankets,Portable fans,Dining table,Free washer  In unit,Toaster,Baking sheet,Shower gel,Hot water kettle,HDTV with Netflix, premium cable, HBO Max, Disney+, standard cable,Rice maker,Lockbox,Central heating,Shampoo,Childrens books and toys for ages 0-2 years old, 2-5 years old, 5-10 years old, and 10+ years old,Wine glasses,Radiant heating,Long term stays allowed,Body soap,Hair dryer,Bed linens,Coffee,Pets allowed,Freezer,Laundromat nearby,Blender,Drying rack for clothing,Dishwasher,Clothing storage: walk-in closet and closet,Cleaning products,Smoking allowed,Self check-in,Babysitter recommendations,Vario oven,Dedicated workspace,Cooking basics,Room-darkening shades,Pocket wifi,Dishes and silverware"
sol,119.0,0.0,37,"City skyline view,Wifi,Clothing storage: closet,Kitchen,Essentials,Hot water,Iron,Microwave,Hangers,Extra pillows and blankets,Dining table,Pack n play/Travel crib,TV,Washer,Shampoo,Smoke alarm,Long term stays allowed,Body soap,Hair dryer,Bed linens,Pets allowed,Heating - split type ductless system,Coffee maker,Drying rack for clothing,Dishes and silverware,Private entrance,Cleaning products,Dedicated workspace,Cooking basics,Room-darkening shades,Air conditioning,Crib"
